t, x, y, z, e_y1, e_y2, e_y3, p0, p1, p2, p3, norm_P
5.535535535535535345e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.493729751270945970e-04, 9.999998989711084141e-01, 1.103186722461411657e-05, 6.190010868741719907e-01, 1.783112310700153431e-04, 7.784039666030785343e-01, -1.347875622131558407e-04, 9.945225642173207703e-01
5.545545545545545352e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.409967339957555910e-04, 9.999999027327801659e-01, 7.504049151590209760e-06, 5.379259351862759608e-01, 1.863046127290331850e-04, 8.357716877847197745e-01, -1.154759599780708464e-04, 9.939208589684868089e-01
5.555555555555555358e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.310131244358170123e-04, 9.999999071026296482e-01, 4.734835744065025057e-06, 4.515543644931707679e-01, 1.917573796219181027e-04, 8.848378020597388316e-01, -9.521815234272743120e-05, 9.933978688743649865e-01
5.565565565565565365e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.192971881142610463e-04, 9.999999120894316196e-01, 3.316178562608792713e-06, 3.607878282067548126e-01, 1.945767151862293188e-04, 9.252553735224167131e-01, -7.410450817644957720e-05, 9.931089600672374784e-01
5.575575575575575371e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.058847202466917881e-04, 9.999999176211977758e-01, 3.897619682628172969e-06, 2.665277797389264958e-01, 1.946698028595260832e-04, 9.566774662670347595e-01, -5.222539634856121233e-05, 9.931107050372074418e-01
5.585585585585585378e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.909801065697475746e-04, 9.999999235417188492e-01, 7.149315199302748282e-06, 1.696756725015844403e-01, 1.919438260793676458e-04, 9.787571443878739785e-01, -2.967118572838627804e-05, 9.933556358384353357e-01
5.595595595595595384e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.749546585514239392e-04, 9.999999296102611845e-01, 1.372867829211628066e-05, 7.113295990662682478e-02, 1.863059682833132294e-04, 9.911474719792159327e-01, -6.532245185248715781e-06, 9.936967565351375598e-01
5.605605605605605390e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.583394416049112208e-04, 9.999999355022688441e-01, 2.425495246966793728e-05, -2.819890463404806091e-02, 1.776634129089220838e-04, 9.935015131353415185e-01, 1.710105641152757363e-05, 9.939016383332446303e-01
5.615615615615615397e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.427413719471798467e-04, 9.999999404683636017e-01, 3.989512730525551310e-05, -1.279715667358043985e-01, 1.664986561624037396e-04, 9.864660996086380695e-01, 4.160817172823385896e-05, 9.947321835664805212e-01
5.625625625625625403e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.277886295181701493e-04, 9.999999444616722855e-01, 6.025999256538746581e-05, -2.260017184593036688e-01, 1.519789694115580674e-04, 9.688462736593388414e-01, 6.623173324432065842e-05, 9.948567264759254902e-01
5.635635635635635410e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.149581680646994209e-04, 9.999999467130273878e-01, 8.587953689823193688e-05, -3.214186304665824223e-01, 1.344010205401810769e-04, 9.410942376086732786e-01, 9.102708259380227519e-05, 9.944688664914691500e-01
5.645645645645645416e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.060902324764917435e-04, 9.999999463178678161e-01, 1.169317369503236235e-04, -4.134533209736343529e-01, 1.141483946747455410e-04, 9.037942699211586328e-01, 1.161181315980484597e-04, 9.938751216725991711e-01
5.655655655655655423e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.031477308390697939e-04, 9.999999423326128012e-01, 1.530889424679354629e-04, -5.013368081964532097e-01, 9.160467694172439519e-05, 8.575306490613127108e-01, 1.416287920784289217e-04, 9.933264507614076866e-01
5.665665665665665429e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.080901243092957261e-04, 9.999999338214996536e-01, 1.934876521112955988e-04, -5.843001103510326866e-01, 6.715345246759042567e-05, 8.028876534936529863e-01, 1.676829758563135335e-04, 9.929930693191870716e-01
5.675675675675675436e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.227428680018295322e-04, 9.999999198966346148e-01, 2.367356448925607556e-04, -6.615742456533665328e-01, 4.117830637881650011e-05, 7.404495616826971549e-01, 1.944045947530719778e-04, 9.929481735703624690e-01
5.685685685685685442e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.486800623764192177e-04, 9.999998997430660230e-01, 2.809556407769113451e-04, -7.323902323194485531e-01, 1.406282380187544550e-05, 6.708006520929625793e-01, 2.219175605900740051e-04, 9.931611232274683010e-01
5.695695695695695449e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.871360611058112218e-04, 9.999998726221397405e-01, 3.238539398941465931e-04, -7.959790885652725523e-01, -1.380941013675985696e-05, 5.945252031889670663e-01, 2.503457851886894199e-04, 9.935003721810055088e-01
5.705705705705705455e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.389537012371991774e-04, 9.999998378501370189e-01, 3.627938090684970748e-04, -8.515718326068323352e-01, -4.205481031061667515e-05, 5.122074934352278675e-01, 2.798131803702880540e-04, 9.937460352044584777e-01
5.715715715715715461e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.050430216953273339e-04, 9.999997957065093201e-01, 3.918143511705699856e-04, -8.993758790684872606e-01, -6.901406103387418972e-05, 4.244396206633868629e-01, 3.102625547852841240e-04, 9.944978956563395034e-01
5.725725725725725468e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.847256198410118741e-04, 9.999997444333185159e-01, 4.113748257449393805e-04, -9.375566366994761980e-01, -9.566298585759283352e-05, 3.323973573010053362e-01, 3.424766889967829453e-04, 9.947364357464820728e-01
5.735735735735735474e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.772745573985900196e-04, 9.999996835404507678e-01, 4.173945043191830623e-04, -9.657312349994664480e-01, -1.212562837220818317e-04, 2.370949555280523757e-01, 3.765137226704152410e-04, 9.944098715600692140e-01
5.745745745745745481e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.806439714093921884e-04, 9.999996135850930390e-01, 4.042581533713808127e-04, -9.839923191636940070e-01, -1.444460705322314826e-04, 1.394935932596623185e-01, 4.122696267968516104e-04, 9.938307388909590756e-01
5.755755755755755487e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.911536447425037408e-04, 9.999995356939193059e-01, 3.666839610713709501e-04, -9.924325343873943162e-01, -1.638844621929320304e-04, 4.055444841096983444e-02, 4.496403723667623817e-04, 9.932609061223974800e-01
5.765765765765765494e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.003566916916267529e-03, 9.999994513863674772e-01, 3.001339823781919852e-04, -9.911445258658031499e-01, -1.782235746090738684e-04, -5.876130110289090602e-02, 4.885219303708179372e-04, 9.928850044584072165e-01
5.775775775775775500e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.111286484603669000e-03, 9.999993622820545491e-01, 2.011910369921627022e-04, -9.802209387941561713e-01, -1.861155236855471730e-04, -1.574924773667850664e-01, 5.288102717996888760e-04, 9.927926689681566552e-01
5.785785785785785507e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.206644247991122201e-03, 9.999992697027690891e-01, 6.784974084754317753e-05, -9.597544183676890439e-01, -1.862124253272423916e-04, -2.546779024655781987e-01, 5.704013676440455264e-04, 9.929701594777937679e-01
5.795795795795795513e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.281231529736060653e-03, 9.999991741913027976e-01, -1.003119117780855641e-04, -9.298376097816374308e-01, -1.771663954390497277e-04, -3.493563984841363546e-01, 6.131911888945584333e-04, 9.933017069942048360e-01
5.805805805805805520e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.326199843144335077e-03, 9.999990749706236803e-01, -3.020792494732983755e-04, -8.905631582312369954e-01, -1.576295499258594662e-04, -4.405667875073242534e-01, 6.570757065418979248e-04, 9.935805400916818408e-01
5.815815815815815526e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.324631630111998328e-03, 9.999989810564400283e-01, -5.322002689825251981e-04, -8.424289683685821650e-01, -1.255588993290971474e-04, -5.280400817743219344e-01, 6.984659214374227838e-04, 9.942401110026022337e-01
5.825825825825825532e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.274907274725543133e-03, 9.999988765988611084e-01, -7.882971879647917126e-04, -7.856055579864289484e-01, -7.917802474262151892e-05, -6.099632719675094350e-01, 7.412037028322965510e-04, 9.946013480488385960e-01
5.835835835835835539e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.169457859507139772e-03, 9.999987501806457679e-01, -1.063957452766377048e-03, -7.206084644734117584e-01, -1.728421011476470441e-05, -6.851594851550260046e-01, 7.858513775711640668e-04, 9.943443553567145043e-01
5.845845845845845545e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 9.945717665402688430e-04, 9.999985997937864690e-01, -1.345822227408000407e-03, -6.483038658133648546e-01, 6.169409936717987187e-05, -7.532021977480204411e-01, 8.292310708166117329e-04, 9.937867701631633022e-01
5.855855855855855552e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.396850158484554860e-04, 9.999984204008687261e-01, -1.616187441062721551e-03, -5.695579399901222750e-01, 1.593284585159189483e-04, -8.136648861576425418e-01, 8.681649077312260593e-04, 9.932006710970275876e-01
5.865865865865865558e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.984856573963782914e-04, 9.999982023728599678e-01, -1.853769195326242713e-03, -4.852368649875181683e-01, 2.771904221441589514e-04, -8.661210267950411046e-01, 8.994750134775936646e-04, 9.927846363080168324e-01
5.875875875875875565e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.022547370234806471e-05, 9.999979293814817982e-01, -2.034777425110605338e-03, -3.962068187893866278e-01, 4.168515450646066603e-04, -9.101440960713655937e-01, 9.199835132183009504e-04, 9.926445179436816924e-01
5.885885885885885571e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -5.420459437538312740e-04, 9.999975757567837187e-01, -2.134166523617969137e-03, -3.033339793795618577e-01, 5.798833820899688268e-04, -9.453075703977653621e-01, 9.265125321159344268e-04, 9.927835113395948596e-01
5.895895895895895578e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.126892820832212528e-03, 9.999971032761907352e-01, -2.126864311085603903e-03, -2.074845247418778404e-01, 7.678574880329517693e-04, -9.711849261853896520e-01, 9.158841953330807122e-04, 9.931019168776510364e-01
5.905905905905905584e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.769249341707514796e-03, 9.999964572626817150e-01, -1.988773202894387158e-03, -1.095246328601687802e-01, 9.823454177062620769e-04, -9.873496398453874834e-01, 8.849206280323263169e-04, 9.934066159398218243e-01
5.915915915915915591e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.434625552482901165e-03, 9.999956204811389915e-01, -1.682740907284266440e-03, -1.002091965301510346e-02, 1.218328531509807163e-03, -9.939060704551972991e-01, 8.240464123166575325e-04, 9.939576747001273027e-01
5.925925925925925597e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.103890956005471609e-03, 9.999944675772562963e-01, -1.196108612507685177e-03, 8.968053223792409046e-02, 1.483412290812594417e-03, -9.903969164243823231e-01, 7.314924607024170071e-04, 9.944502931361862696e-01
5.935935935935935603e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.757653687393922720e-03, 9.999928025849090796e-01, -5.242300493848873338e-04, 1.880906602667681837e-01, 1.785034472060898414e-03, -9.763163872487115036e-01, 6.092991681987370515e-04, 9.942712618211931863e-01
5.945945945945945610e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -4.338963615691383661e-03, 9.999905234619369532e-01, 3.555011435707814945e-04, 2.843912493351292703e-01, 2.116291264930189944e-03, -9.521769312479411163e-01, 4.477337692559442807e-04, 9.937424063877863256e-01
5.955955955955955616e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -4.782303810530043157e-03, 9.999875124360816381e-01, 1.450704022648199214e-03, 3.777640843446196661e-01, 2.470278859095939583e-03, -9.184909967418273258e-01, 2.370634983243659604e-04, 9.931452929925551620e-01
5.965965965965965623e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -5.017279989596008793e-03, 9.999836272004866133e-01, 2.751768970006888103e-03, 4.673909501968514513e-01, 2.840093444233618338e-03, -8.757710320501265189e-01, -3.244441014567086071e-05, 9.926919301009106134e-01
5.975975975975975629e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -4.972922893774657863e-03, 9.999786853294134747e-01, 4.230712085509508516e-03, 5.524536317934368723e-01, 3.218831210018697001e-03, -8.245294854925947492e-01, -3.705227217038391339e-04, 9.925040986766185958e-01
5.985985985985985636e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -4.582066147992162018e-03, 9.999724412337960278e-01, 5.841356241298972796e-03, 6.321339140359880648e-01, 3.599588346126646361e-03, -7.652788053889882924e-01, -7.869042018998127861e-04, 9.926018897355270987e-01
5.995995995995995642e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.785165209789783693e-03, 9.999645549970337388e-01, 7.520722965178468049e-03, 7.056135818261171089e-01, 3.975461042232936344e-03, -6.985314400590632022e-01, -1.291321616283263793e-03, 9.929018941519277552e-01
6.006006006006005649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.533042660009457350e-03, 9.999545522276221954e-01, 9.191146508360559242e-03, 7.720744200654363620e-01, 4.339545488013039042e-03, -6.247998378225760874e-01, -1.893507730403864997e-03, 9.932251328319602335e-01
6.016016016016015655e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -7.765150830490774635e-04, 9.999421260146981183e-01, 1.073040751935405712e-02, 8.310247383571941482e-01, 4.670204179178478326e-03, -5.446178484145849374e-01, -2.599409325129045656e-03, 9.935991567575375161e-01
6.026026026026025662e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.513628931717686445e-03, 9.999266500753930531e-01, 1.201679643080662621e-02, 8.818561328636458363e-01, 4.951473185691005613e-03, -4.588326994354657851e-01, -3.424376639498449663e-03, 9.940995566755567170e-01
6.036036036036035668e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.318465741645553628e-03, 9.999061014441255058e-01, 1.300535076222295895e-02, 9.231494856300690444e-01, 5.207697855896603438e-03, -3.684123587590165672e-01, -4.389166757665069474e-03, 9.939713395300833199e-01
6.046046046046045674e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.625854082667023019e-03, 9.998797371209564577e-01, 1.350398624246814186e-02, 9.548736036835124841e-01, 5.401639305414200620e-03, -2.743261267035044804e-01, -5.493441833582674190e-03, 9.935279454620538075e-01
6.056056056056055681e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.137002439261358341e-02, 9.998466881793452998e-01, 1.331625630973302943e-02, 9.769972940510247561e-01, 5.496058649862731182e-03, -1.775433035871970544e-01, -6.736864021205034650e-03, 9.930362174811163678e-01
6.066066066066065687e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.543026985162625209e-02, 9.998058459091915262e-01, 1.225468310940267674e-02, 9.894893637596546832e-01, 5.453717004861125678e-03, -7.903318972836137490e-02, -8.119095474485920824e-03, 9.926888277867431665e-01
6.076076076076075694e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.963352314654559505e-02, 9.997556787824372071e-01, 1.015418687647219598e-02, 9.923186198364507549e-01, 5.237375486028317262e-03, 2.023491455473513945e-02, -9.639798347379102683e-03, 9.925855383065561588e-01
6.086086086086085700e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.376061803724036081e-02, 9.996939762938547025e-01, 6.883806524751226973e-03, 9.854538693084619050e-01, 4.809795208983233886e-03, 1.192917089438252365e-01, -1.129863479383835453e-02, 9.927238456065786698e-01
6.096096096096095707e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.755494657605817369e-02, 9.996175158885977075e-01, 2.355174706845354626e-03, 9.688639192027366231e-01, 4.133737289344811307e-03, 2.171678931206415530e-01, -1.309526696781744201e-02, 9.929993764027654768e-01
6.106106106106105713e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.073139092635734232e-02, 9.995216458946467597e-01, -3.472895015357817597e-03, 9.425175765463238431e-01, 3.171962842731978344e-03, 3.128941667669167259e-01, -1.502935702327013595e-02, 9.932160311917679341e-01
6.116116116116115720e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.281280027531186666e-02, 9.994053868375516458e-01, -1.059211490573518273e-02, 9.068317713373924560e-01, 1.856929826907078619e-03, 4.058788554872215237e-01, -1.703246650004998364e-02, 9.936674795634539148e-01
6.126126126126125726e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.365383330989694943e-02, 9.992541728560970782e-01, -1.893455922980285047e-02, 8.617455444046737689e-01, 1.626449739387512451e-04, 4.945035693599885707e-01, -1.918927995810080708e-02, 9.937340782773701475e-01
6.136136136136135732e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.283147759942139227e-02, 9.990590132285999125e-01, -2.834046868587092316e-02, 8.077959580900144765e-01, -1.961203221344875926e-03, 5.778830703238004851e-01, -2.145940248770257172e-02, 9.934523164936662765e-01
6.146146146146145739e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.984918783075426671e-02, 9.988125444326210189e-01, -3.850359814196295527e-02, 7.457284101017477296e-01, -4.578058810952877200e-03, 6.553794949477328435e-01, -2.376103563092679671e-02, 9.930854391579591045e-01
6.156156156156155745e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.427046095142840892e-02, 9.985051597663902045e-01, -4.897336669150741811e-02, 6.762882981482071232e-01, -7.751365846894319941e-03, 7.263549798008610558e-01, -2.601238092984499428e-02, 9.928213064433293322e-01
6.166166166166165752e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.575348315544976979e-02, 9.981235742029934688e-01, -5.917058719256038796e-02, 6.002210199377260302e-01, -1.154456838117827455e-02, 7.901716614522604765e-01, -2.813163992652868706e-02, 9.927543470372585110e-01
6.176176176176175758e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.078721637097872284e-03, 9.976488289369088713e-01, -6.841182756381711250e-02, 5.182719731786380457e-01, -1.602111046581381620e-02, 8.461916764710065708e-01, -3.003701416304938726e-02, 9.928771775560564228e-01
6.186186186186185765e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.083368771214631744e-02, 9.970536972287382671e-01, -7.593784335269991581e-02, 4.311865555792766536e-01, -2.124443615281000966e-02, 8.937771614261748043e-01, -3.164670518147861406e-02, 9.930822221828590202e-01
6.196196196196195771e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.890224391781611238e-02, 9.963053649372668463e-01, -8.087199820540287576e-02, 3.397141695321056476e-01, -2.726101139883569877e-02, 9.323822633629452739e-01, -3.285324785035746709e-02, 9.932597347378485653e-01
6.206206206206205778e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -4.986032397696950336e-02, 9.953697046942581173e-01, -8.217724179952164143e-02, 2.447811635210919157e-01, -3.411188268447977456e-02, 9.616940402995147741e-01, -3.348978157432242614e-02, 9.935081434857591098e-01
6.216216216216215784e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -7.335278578081480538e-02, 9.941542892995350877e-01, -7.922510893353355843e-02, 1.474238440012040630e-01, -4.193851080232161022e-02, 9.809060465391044037e-01, -3.354727319826210363e-02, 9.933754175257319963e-01
6.226226226226225791e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -9.855287146355617978e-02, 9.926097640973721159e-01, -7.080386814890099467e-02, 4.866038302854697184e-02, -5.069839237988806036e-02, 9.900956399049151146e-01, -3.277459633358408009e-02, 9.931272376639072030e-01
6.236236236236235797e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.242810727757755612e-01, 9.906726918716431962e-01, -5.587336153745043471e-02, -5.049104734077464185e-02, -6.034902404470595533e-02, 9.893401782201478589e-01, -3.092062459169594990e-02, 9.929458312670088604e-01
6.246246246246245803e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.490501244466309605e-01, 9.882569658264180879e-01, -3.364862401355855209e-02, -1.490122750506557847e-01, -7.084790242430213936e-02, 9.787170193080032554e-01, -2.773423158400528665e-02, 9.929150391037459000e-01
6.256256256256255810e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.711291169311960347e-01, 9.852417966331026289e-01, -3.664356086002598829e-03, -2.458851280449915744e-01, -8.215252414620347055e-02, 9.583035209916823671e-01, -2.296429092191967780e-02, 9.930163797339381926e-01
6.266266266266265816e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.886142264405165359e-01, 9.814560774927173492e-01, 3.418539946899325915e-02, -3.400914342676773505e-01, -9.422038583793677924e-02, 9.281770410943860350e-01, -1.635967621684671081e-02, 9.931364072424015976e-01
6.276276276276275823e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.987013285704588572e-01, 9.768620950568077665e-01, 7.910897082859044693e-02, -4.308333201310934890e-01, -1.065937179171906612e-01, 8.889638596694189321e-01, -7.730502344308297358e-03, 9.936277345663397931e-01
6.286286286286285829e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.002123984758056308e-01, 9.709375067087750999e-01, 1.311310549134434011e-01, -5.167237042525276713e-01, -1.197392225991543435e-01, 8.403076017679238507e-01, 3.417627434144429946e-03, 9.937149559764820728e-01
6.296296296296295836e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.906124742843075259e-01, 9.632981497092465428e-01, 1.890067708151117465e-01, -5.967663087297623292e-01, -1.334412840694877422e-01, 7.826987909598073223e-01, 1.741165412333063600e-02, 9.934068484756456430e-01
6.306306306306305842e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.670925390611444350e-01, 9.536745509403473653e-01, 2.501698108861792336e-01, -6.701606444273484620e-01, -1.471418895019119821e-01, 7.170481931187173696e-01, 3.450163548484781045e-02, 9.930329798608998892e-01
6.316316316316315849e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.274806792544412870e-01, 9.417459221417926463e-01, 3.112286852880544741e-01, -7.361062222098369023e-01, -1.602830260701482434e-01, 6.442665741183020156e-01, 5.493762928029344988e-02, 9.927943293851522188e-01
6.326326326326325855e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -7.044137475827595696e-02, 9.270965747694731585e-01, 3.681439307837015562e-01, -7.938025529417782611e-01, -1.723066809479176786e-01, 5.652646998322095051e-01, 7.896969327126503180e-02, 9.927600307667143742e-01
6.336336336336335862e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.393222789520096448e-03, 9.091528958994730125e-01, 4.164393250776438626e-01, -8.424491474877238151e-01, -1.826548413089414402e-01, 4.809533361340882496e-01, 1.068478852193600753e-01, 9.928826412374959220e-01
6.346346346346345868e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 9.635497807316609209e-02, 8.871029629510817083e-01, 4.514023164804666921e-01, -8.812455167122240640e-01, -1.907694943269407362e-01, 3.922432488975859943e-01, 1.388222628861760788e-01, 9.930322490582688122e-01
6.356356356356355874e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.030512866230650970e-01, 8.601249562784212266e-01, 4.679265269118238479e-01, -9.096700740900135473e-01, -1.960674141967902184e-01, 3.001648950753835754e-01, 1.748080389451439620e-01, 9.932768442484750659e-01
6.366366366366365881e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.218997731889715053e-01, 8.269602015826116315e-01, 4.609960531494116664e-01, -9.267537099259059996e-01, -1.975678620240458871e-01, 2.059062696164450368e-01, 2.152448566194478385e-01, 9.932941352563546822e-01
6.376376376376375887e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.477235258664102879e-01, 7.863465564368534721e-01, 4.256791486150716119e-01, -9.319475981376942331e-01, -1.942730353973539659e-01, 1.109427793466837286e-01, 2.600172350345648642e-01, 9.930687794716465122e-01
6.386386386386385894e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.722043905101508177e-01, 7.376763476923148266e-01, 3.583514218420708053e-01, -9.253593856179622712e-01, -1.852451247320203997e-01, 1.696558072597526001e-02, 3.082129442212653281e-01, 9.929193314177868768e-01
6.396396396396395900e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.860155631871915904e-01, 6.803605867318545108e-01, 2.578606582766107547e-01, -9.070967192592940265e-01, -1.695463204433511895e-01, -7.433416978580464907e-02, 3.589197542103195193e-01, 9.929347267705943558e-01
6.406406406406405907e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.795136971377097934e-01, 6.136439906347441742e-01, 1.256958580565194772e-01, -8.772672459542737444e-01, -1.462388129466522801e-01, -1.612653157287803896e-01, 4.112254350324975882e-01, 9.930239028900624820e-01
6.416416416416416801e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.431162796384423785e-01, 5.366708204911593283e-01, -3.375454698226194872e-02, -8.361578858507536793e-01, -1.145293201420369000e-01, -2.422180663894574482e-01, 4.640904724037032136e-01, 9.931397351349603442e-01
6.426426426426426808e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.677021218247575884e-01, 4.492876227357355257e-01, -2.126820628009911396e-01, -7.843999783987321006e-01, -7.356976576906087972e-02, -3.151445058455083492e-01, 5.158749012071174311e-01, 9.930452204241801972e-01
